 425.56 339.53 325.44 325.44
 671.92 540.67 525.47 527.31
 818.37 679.47 662.60 670.33
 1018.51 841.31 817.92 829.68
 1205.86 1008.86 982.93 997.62
 1337.74 1147.36 1114.75 1136.88
 1444.59 1223.16 1208.81 1215.75
 1511.75 1276.11 1253.63 1280.56
 1603.67 1355.20 1335.23 1360.20
 1729.19 1443.32 1403.17 1427.61
 1802.42 1515.71 1474.49 1495.88
 1903.97 1603.99 1562.93 1587.32
 2016.95 1676.56 1634.43 1659.56
 2090.93 1746.58 1694.92 1718.62
 2205.91 1836.98 1780.30 1820.64
 2296.52 1900.17 1839.08 1910.13
 2334.81 1933.40 1868.91 1960.71
 2364.28 1961.18 1913.43 1992.21
 2433.65 1990.99 1954.17 2038.46
 2485.64 2038.43 1991.75 2077.05
 2543.62 2086.25 2041.49 2132.02
 2598.67 2133.59 2092.17 2189.69
 2656.21 2184.91 2131.65 2250.97
 2711.49 2234.68 2174.32 2295.59
 2753.62 2273.00 2225.93 2330.31
 2815.56 2315.22 2254.97 2358.08
 2865.31 2352.21 2288.29 2390.90
 2908.49 2397.32 2334.39 2441.91
 3001.75 2444.81 2385.68 2492.56
 3037.80 2494.02 2429.25 2536.66
