 200.17 174.11 247.85 171.57 136.35 150.18
 252.29 201.47 446.96 187.66 156.11 162.27
 291.34 239.82 565.34 259.02 167.48 171.55
 334.45 283.51 695.13 292.71 177.66 175.41
 364.36 289.35 837.12 319.68 241.94 178.08
 384.93 301.21 977.94 336.61 254.06 182.08
 424.77 311.48 1039.92 376.33 268.77 184.04
 437.91 340.91 1099.48 387.44 292.38 190.34
 468.12 343.42 1176.42 415.60 304.98 192.21
 482.57 371.44 1241.02 433.17 318.77 193.59
 503.10 387.67 1304.02 449.89 327.08 202.53
 511.67 395.60 1394.82 460.94 336.84 204.68
 520.22 429.10 1501.11 482.23 338.62 207.63
 544.77 443.83 1559.47 497.88 349.99 218.75
 593.70 452.29 1621.30 528.20 351.34 255.89
 605.02 460.60 1691.31 537.76 377.19 259.77
 612.84 475.01 1730.21 542.04 393.61 264.05
 619.68 481.53 1762.15 560.93 403.14 265.99
 630.22 485.73 1801.12 566.35 414.94 272.00
 635.03 487.85 1837.00 573.22 421.32 274.53
 642.32 497.34 1901.15 582.36 430.53 276.58
 659.41 515.63 1934.68 589.84 434.63 281.84
 664.65 536.56 1970.54 600.43 442.58 287.25
 684.03 548.76 2009.74 606.71 443.25 293.01
 691.04 551.44 2073.88 629.65 450.34 361.68
 694.51 552.79 2105.74 632.61 453.60 368.08
 727.31 567.66 2141.30 640.96 465.55 380.06
 740.45 600.71 2187.86 644.72 468.42 384.80
 741.04 610.18 2252.33 656.97 469.54 433.30
 757.23 613.92 2285.22 673.71 546.49 474.93
