 83.22 69.85 43.41 50.08
 157.88 201.73 70.65 102.25
 200.14 381.15 126.56 300.47
 254.53 537.08 153.59 483.17
 302.27 574.17 208.37 547.68
 406.91 618.65 235.26 627.62
 544.88 651.46 418.68 654.70
 586.59 681.46 498.84 753.06
 746.58 762.98 593.10 854.56
 787.40 801.56 679.61 881.81
 932.18 900.29 727.47 942.02
 999.24 971.75 900.51 981.35
 1108.98 1085.91 956.93 1007.16
 1160.27 1113.85 1134.03 1076.68
 1361.39 1153.42 1231.22 1186.68
 1428.17 1204.07 1278.56 1383.28
 1500.99 1250.52 1331.37 1436.48
 1587.94 1304.04 1418.61 1476.91
 1703.30 1477.46 1474.94 1516.57
 1786.43 1675.08 1520.60 1582.16
 1863.44 1791.39 1589.10 1674.27
 1974.64 1855.60 1626.02 1727.88
 2018.61 1918.31 1775.65 1906.23
 2059.59 1971.13 1844.64 1965.53
 2216.60 2014.63 1885.67 2028.37
 2429.42 2064.42 1989.21 2065.12
 2611.96 2111.07 2057.62 2149.84
 2690.78 2236.80 2101.87 2221.55
 2756.80 2264.60 2130.54 2319.45
 2808.19 2294.99 2272.54 2353.47
