97.43 48.30 22.13 27.01 109.17 54.22 27.57 27.38 98.79 52.26 21.81 24.71
84.43 33.75 22.53 28.15 91.91 35.41 27.54 28.96 82.61 35.86 21.42 25.33
79.03 27.04 22.43 29.56 83.88 24.11 28.48 31.29 75.33 25.88 22.52 26.93
76.80 26.35 21.25 29.20 83.92 24.79 27.99 31.14 76.76 25.14 23.06 28.56
78.80 26.83 22.76 29.21 84.60 26.23 28.09 30.28 73.55 25.02 20.93 27.59
80.26 25.41 25.58 29.27 82.12 26.57 25.88 29.67 75.44 25.16 22.10 28.18
