2303.96 2237.23 2270.59 75.09
2214.00 2297.12 2255.56 74.68
2244.46 2266.86 2255.66 74.71
2325.36 2245.06 2285.21 75.67
2309.35 2232.39 2270.87 75.22
2239.17 2244.04 2241.61 74.34
