 100.51 71.01 66.88 80.73 115.42 210.25
 115.89 97.34 116.53 83.50 118.44 219.52
 127.06 114.02 169.26 112.90 124.68 235.18
 127.88 119.46 216.98 118.26 126.01 240.44
 134.04 131.53 269.58 125.71 128.93 243.19
 146.03 157.62 320.86 145.68 131.17 249.36
 150.62 169.17 375.31 168.79 135.12 255.30
 157.23 177.31 426.67 176.40 141.45 266.22
 161.03 185.43 479.74 186.90 148.50 269.42
 193.16 186.56 529.77 194.09 169.44 277.98
 195.41 190.22 582.07 199.58 197.95 281.90
 205.80 192.88 631.47 227.83 216.34 285.57
 222.36 209.71 682.19 233.48 223.63 288.57
 248.01 214.27 731.87 255.64 242.46 297.49
 346.23 293.70 815.78 341.45 314.41 360.74
 361.22 306.50 909.85 359.96 341.46 369.64
 377.35 327.59 993.88 369.72 341.81 376.73
 404.03 360.67 1084.82 371.42 345.84 377.62
 457.39 369.75 1168.01 399.96 352.01 396.22
 462.52 385.75 1252.60 460.14 357.83 400.98
 501.28 403.60 1340.36 499.89 389.47 406.53
 534.47 433.34 1426.92 521.65 409.33 412.47
 557.61 454.97 1513.12 534.64 437.25 417.76
 636.99 490.89 1601.72 557.72 449.68 437.60
 759.05 679.55 1773.64 750.24 632.83 532.02
 806.41 698.50 1935.61 781.07 662.93 536.21
 839.87 737.03 2106.39 791.41 671.68 552.72
 881.59 752.58 2268.80 805.02 684.29 560.74
 1042.62 850.61 2497.27 950.19 766.32 644.96
 1201.46 940.16 2818.53 1128.60 852.40 745.58
