2878.58 2977.85 2928.22 96.93
2700.42 2642.88 2671.65 88.34
2655.18 2591.55 2623.36 86.69
2611.72 2568.68 2590.20 85.60
2585.36 2575.66 2580.51 85.30
2643.36 2563.52 2603.44 86.38
